DISTRITO;MAT_CRECHE;MAT_PRE_ESCOLA;MAT_FUND_I;MAT_FUND_II;MAT_EJA_I;MAT_EJA_II;MAT_ENS_MED;MAT_ED_PROF;MAT_PROC_CRECHE;MAT_PROC_PRE_ESC;DEM_CRECHE;DEM_PRE;DEM_FUND_I;DEM_FUND_II;DEM_EJA_I;DEM_EJA_II;DEM_PREF_CRECHE;DEM_PREF_PRE;MES_ANO_REF
ITAIM PAULISTA;7645;5682;6868;4654;153;943;0;0;43;14;3225;353;0;0;0;0;;;set-15
ITAQUERA;6623;4346;3302;2255;36;465;0;0;30;6;2354;43;0;0;0;0;;;set-15
JABAQUARA;3852;3638;3123;2268;113;424;0;0;4;7;3037;19;0;0;0;0;;;set-15
JACANA;2158;3080;2547;1783;95;398;0;0;6;8;1807;137;0;0;0;0;;;set-15
JAGUARA;862;540;657;565;30;135;0;0;1;2;383;1;0;0;0;0;;;set-15
JAGUARE;1576;862;859;574;39;130;0;0;0;0;677;0;0;0;0;0;;;set-15
JARAGUA;7020;5874;10150;7370;246;998;359;0;16;13;2966;35;0;0;0;0;;;set-15
JARDIM ANGELA;6425;7551;7398;4894;235;1340;0;0;295;39;8398;757;0;0;0;0;;;set-15
JARDIM HELENA;4537;3232;4881;3665;55;791;0;0;15;2;2393;373;0;0;0;0;;;set-15
JARDIM PAULISTA;103;187;0;0;0;0;0;0;0;0;90;0;0;0;0;0;;;set-15
JARDIM SAO LUIS;7607;5702;6006;4063;160;898;0;0;160;5;5408;115;0;0;0;0;;;set-15
JOSE BONIFACIO;3292;2965;3176;2250;0;175;0;0;21;4;1000;2;0;0;0;0;;;set-15
LAJEADO;8333;5417;4250;2604;193;992;0;0;58;10;1802;16;0;0;0;0;;;set-15
LAPA;493;781;0;0;0;0;0;0;2;4;173;4;0;0;0;0;;;set-15
LIBERDADE;672;53;344;281;0;0;0;0;0;0;294;1;0;0;0;0;;;set-15
LIMAO;1429;1286;818;581;29;123;0;0;1;2;631;4;0;0;0;0;;;set-15
MANDAQUI;1702;1630;1676;1308;140;351;0;0;4;3;911;5;0;0;0;0;;;set-15
MARSILAC;363;69;0;0;0;0;0;0;0;0;158;17;0;0;0;0;;;set-15
MOEMA;396;495;265;148;0;0;0;0;1;1;164;1;0;0;0;0;;;set-15
MOOCA;772;655;315;245;50;114;0;0;3;2;283;5;0;0;0;0;;;set-15
MORUMBI;561;367;348;283;38;76;0;0;0;0;640;1;0;0;0;0;;;set-15
PARELHEIROS;4703;3791;3267;1418;251;720;0;0;0;6;2621;433;0;0;0;0;;;set-15
PARI;326;294;313;191;0;0;0;0;0;1;377;8;0;0;0;0;;;set-15
PARQUE DO CARMO;2115;1118;643;489;0;0;0;0;3;2;1008;7;0;0;0;0;;;set-15
PEDREIRA;2640;2432;3954;2754;50;733;0;0;0;3;3661;785;0;0;0;0;;;set-15
PENHA;2462;980;476;249;0;0;0;0;4;4;981;10;0;0;0;0;;;set-15
PERDIZES;541;266;275;196;0;0;0;0;1;0;184;5;0;0;0;0;;;set-15
PERUS;3396;2442;4078;3102;165;654;0;0;32;3;743;0;0;0;0;0;;;set-15
PINHEIROS;372;269;268;285;0;0;0;0;0;0;272;0;0;0;0;0;;;set-15
PIRITUBA;3263;2316;3279;2867;217;931;295;0;8;4;1010;23;0;0;0;0;;;set-15
PONTE RASA;1767;1585;2346;1772;0;187;0;0;4;2;857;17;0;0;0;0;;;set-15
RAPOSO TAVARES;3006;2694;4690;3249;69;342;0;0;3;2;1858;0;0;0;0;0;;;set-15
REPUBLICA;19;377;0;0;0;0;0;0;0;3;5;0;0;0;0;0;;;set-15
RIO PEQUENO;2722;2220;3121;2266;98;360;0;0;9;2;1388;1;0;0;0;0;;;set-15
SACOMA;5429;4502;6246;4207;299;1052;0;0;12;6;3179;4;0;0;0;0;;;set-15
SANTA CECILIA;1415;248;0;0;0;0;0;0;8;0;489;0;0;0;0;0;;;set-15
SANTANA;1184;753;1025;924;0;107;947;485;2;0;592;7;0;0;0;0;;;set-15
SANTO AMARO;391;278;709;869;49;172;463;0;0;4;333;0;0;0;0;0;;;set-15
SAO DOMINGOS;1657;1115;2616;2176;46;308;0;0;1;1;562;0;0;0;0;0;;;set-15
SAO LUCAS;1572;1883;3084;2155;41;355;0;0;45;4;534;0;0;0;0;0;;;set-15
SAO MATEUS;3587;3048;3261;2419;198;930;0;0;223;6;1910;3;0;0;0;0;;;set-15
SAO MIGUEL;2740;1712;3551;2574;121;516;283;0;12;3;995;82;0;0;0;0;;;set-15
SAO RAFAEL;3793;4128;5015;3416;167;711;0;0;82;8;3181;0;0;0;0;0;;;set-15
SAPOPEMBA;6716;6048;9051;6208;340;1294;275;0;94;6;4209;0;0;0;0;0;;;set-15
SAUDE;1068;545;200;197;14;115;0;0;0;0;827;22;0;0;0;0;;;set-15
SE;92;93;568;284;54;96;0;0;0;0;323;89;0;0;0;0;;;set-15
SOCORRO;528;863;944;690;0;172;0;0;1;1;275;5;0;0;0;0;;;set-15
TATUAPE;732;903;797;703;44;354;0;0;3;4;354;61;0;0;0;0;;;set-15
TREMEMBE;3513;2708;3731;2477;240;648;0;0;69;4;2798;587;0;0;0;0;;;set-15
TUCURUVI;1138;668;1164;879;0;0;0;0;7;2;357;25;0;0;0;0;;;set-15
VILA ANDRADE;933;1698;2747;1447;89;541;0;0;0;19;2609;3;0;0;0;0;;;set-15
VILA CURUCA;4198;4024;5973;4108;61;371;0;0;30;7;1949;170;0;0;0;0;;;set-15
VILA FORMOSA;1569;1600;745;659;37;181;0;0;1;7;606;1;0;0;0;0;;;set-15
VILA GUILHERME;845;681;988;658;12;81;0;0;2;1;319;8;0;0;0;0;;;set-15
VILA JACUI;3649;3820;4451;3234;18;170;0;0;10;7;1568;107;0;0;0;0;;;set-15
VILA LEOPOLDINA;577;405;563;385;0;0;0;0;6;0;148;3;0;0;0;0;;;set-15
VILA MARIA;2533;2947;3162;2247;54;222;0;0;56;5;1666;27;0;0;0;0;;;set-15
VILA MARIANA;646;767;229;204;0;0;0;0;0;1;442;7;0;0;0;0;;;set-15
VILA MATILDE;1482;925;2199;1691;73;236;0;0;2;0;896;15;0;0;0;0;;;set-15
VILA MEDEIROS;3013;2121;1918;1302;226;752;0;0;90;2;1514;67;0;0;0;0;;;set-15
VILA PRUDENTE;1839;1128;1100;751;46;173;0;0;12;1;611;2;0;0;0;0;;;set-15
VILA SONIA;1920;1308;1674;1451;0;131;0;0;63;0;1185;70;0;0;0;0;;;set-15
AGUA RASA;960;800;913;834;20;77;0;0;0;0;178;0;0;0;0;0;;;dez-15
ALTO DE PINHEIROS;395;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;;;dez-15
ANHANGUERA;2622;1605;3254;2335;84;480;0;0;0;0;226;0;0;0;0;0;;;dez-15
ARICANDUVA;1581;783;1545;1269;38;138;0;0;0;0;343;2;0;0;0;0;;;dez-15
ARTUR ALVIM;2334;2118;2373;1725;0;57;0;0;0;0;557;2;0;0;0;0;;;dez-15
BARRA FUNDA;359;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;;;dez-15
BELA VISTA;1420;534;464;300;0;234;0;0;0;0;152;2;0;0;0;0;;;dez-15
BELEM;1032;562;415;258;0;0;0;0;0;0;247;1;0;0;0;0;;;dez-15
BOM RETIRO;926;646;0;0;0;0;0;0;0;0;212;18;0;0;0;0;;;dez-15
BRAS;683;472;0;0;0;0;0;0;0;0;371;45;0;0;0;0;;;dez-15
BRASILANDIA;10813;7091;9116;5800;161;1398;0;0;0;3;1263;19;0;0;0;0;;;dez-15
BUTANTA;697;656;1230;1087;169;519;0;0;0;0;104;0;0;0;0;0;;;dez-15
CACHOEIRINHA;4230;2350;3500;2185;50;246;0;0;0;8;1243;2;0;0;0;0;;;dez-15
CAMBUCI;440;519;0;0;167;377;0;0;0;0;105;6;0;0;0;0;;;dez-15
CAMPO BELO;976;277;696;706;62;256;0;0;0;0;340;2;0;0;0;0;;;dez-15
CAMPO GRANDE;1018;1770;2320;1663;143;430;0;0;0;0;677;20;0;0;0;0;;;dez-15
CAMPO LIMPO;5930;5495;7634;5799;278;1341;0;0;1;6;3383;261;0;0;0;0;;;dez-15
CANGAIBA;2888;2769;2384;1531;86;412;0;0;0;0;933;94;0;0;0;0;;;dez-15
CAPAO REDONDO;5642;6156;9196;6517;519;2117;0;0;2;2;4326;510;0;0;0;0;;;dez-15
CARRAO;1961;815;963;837;0;0;0;0;0;0;237;0;0;0;0;0;;;dez-15
CASA VERDE;1382;990;1189;931;46;139;0;0;0;0;398;4;0;0;0;0;;;dez-15
CIDADE ADEMAR;4835;3960;3627;2064;82;375;0;0;0;0;4750;432;0;0;0;0;;;dez-15
CIDADE DUTRA;6546;4430;5847;4221;172;835;0;0;0;0;1537;56;0;0;0;0;;;dez-15
CIDADE LIDER;3354;2918;3364;2224;208;842;0;0;0;0;618;4;0;0;0;0;;;dez-15
CIDADE TIRADENTES;11192;6930;12537;8867;229;880;562;0;10;0;329;15;0;0;0;0;;;dez-15
CONSOLACAO;210;698;0;0;0;0;0;0;0;0;120;0;0;0;0;0;;;dez-15
CURSINO;973;881;798;503;45;130;0;0;0;0;534;0;0;0;0;0;;;dez-15
ERMELINO MATARAZZO;2866;2161;1179;925;200;617;0;0;0;0;660;1;0;0;0;0;;;dez-15
FREGUESIA DO O;2999;3226;2746;1913;70;334;0;0;0;0;457;6;0;0;0;0;;;dez-15
GRAJAU;10756;8377;7053;4240;208;1300;0;0;0;0;4267;205;0;0;0;0;;;dez-15
GUAIANASES;5246;2674;1978;1308;336;468;0;0;3;1;95;8;0;0;0;0;;;dez-15
IGUATEMI;3350;4303;7287;4847;229;588;0;0;0;0;2058;0;0;0;0;0;;;dez-15
IPIRANGA;2075;1278;666;392;66;229;0;0;0;0;376;0;0;0;0;0;;;dez-15
ITAIM BIBI;384;479;577;477;0;50;0;0;0;0;220;0;0;0;0;0;;;dez-15
ITAIM PAULISTA;8066;5685;6858;4579;118;757;0;0;0;0;997;53;0;0;0;0;;;dez-15
ITAQUERA;6731;4301;3244;2202;33;410;0;0;0;0;722;2;0;0;0;0;;;dez-15
JABAQUARA;3849;3630;3106;2235;96;330;0;0;0;1;1846;23;0;0;0;0;;;dez-15
JACANA;2163;3077;2537;1722;64;277;0;0;0;0;1195;95;0;0;0;0;;;dez-15
JAGUARA;861;535;654;557;26;113;0;0;0;0;281;3;0;0;0;0;;;dez-15
JAGUARE;1576;857;851;565;35;103;0;0;0;0;345;1;0;0;0;0;;;dez-15
JARAGUA;7628;5852;10065;7238;221;960;353;0;0;0;735;10;0;0;0;0;;;dez-15
JARDIM ANGELA;6779;7568;7342;4708;189;1002;0;0;0;2;6119;626;0;0;0;0;;;dez-15
JARDIM HELENA;4643;3234;4851;3584;52;650;0;0;0;0;1047;66;0;0;0;0;;;dez-15
JARDIM PAULISTA;106;189;0;0;0;0;0;0;0;0;13;0;0;0;0;0;;;dez-15
JARDIM SAO LUIS;7723;5652;5953;3939;144;736;0;0;1;5;3137;140;0;0;0;0;;;dez-15
JOSE BONIFACIO;3348;2948;3152;2201;0;159;0;0;0;0;361;0;0;0;0;0;;;dez-15
LAJEADO;8405;5400;4221;2574;142;799;0;0;3;0;461;8;0;0;0;0;;;dez-15
LAPA;494;776;0;0;0;0;0;0;0;0;84;0;0;0;0;0;;;dez-15
LIBERDADE;672;52;348;277;0;0;0;0;0;0;95;0;0;0;0;0;;;dez-15
LIMAO;1429;1277;808;541;18;93;0;0;0;0;380;2;0;0;0;0;;;dez-15
MANDAQUI;1750;1630;1659;1284;140;330;0;0;0;0;479;0;0;0;0;0;;;dez-15
MARSILAC;364;69;0;0;0;0;0;0;0;0;65;12;0;0;0;0;;;dez-15
MOEMA;396;500;260;147;0;0;0;0;0;0;139;0;0;0;0;0;;;dez-15
MOOCA;772;657;310;247;53;97;0;0;0;0;167;3;0;0;0;0;;;dez-15
MORUMBI;706;366;347;267;30;54;0;0;0;0;395;0;0;0;0;0;;;dez-15
PARELHEIROS;4898;3787;3270;1393;227;620;0;0;0;0;1368;49;0;0;0;0;;;dez-15
PARI;327;295;310;176;0;0;0;0;0;0;175;0;0;0;0;0;;;dez-15
PARQUE DO CARMO;2349;1122;640;484;0;0;0;0;0;0;362;1;0;0;0;0;;;dez-15
PEDREIRA;2708;2429;3917;2682;49;588;0;0;0;2;2655;371;0;0;0;0;;;dez-15
PENHA;2519;982;466;241;0;0;0;0;0;0;437;1;0;0;0;0;;;dez-15
PERDIZES;542;263;272;193;0;0;0;0;0;0;90;0;0;0;0;0;;;dez-15
PERUS;3578;2433;4061;3058;142;548;0;0;0;0;71;0;0;0;0;0;;;dez-15
PINHEIROS;370;270;264;271;0;0;0;0;0;1;91;0;0;0;0;0;;;dez-15
PIRITUBA;3450;2313;3265;2837;214;935;286;0;0;0;236;26;0;0;0;0;;;dez-15
PONTE RASA;1950;1578;2332;1712;0;147;0;0;0;0;294;5;0;0;0;0;;;dez-15
RAPOSO TAVARES;3080;2685;4638;3178;59;293;0;0;0;2;825;0;0;0;0;0;;;dez-15
REPUBLICA;19;380;0;0;0;0;0;0;0;0;30;1;0;0;0;0;;;dez-15
RIO PEQUENO;2801;2203;3091;2204;78;322;0;0;0;0;568;1;0;0;0;0;;;dez-15
SACOMA;5501;4483;6167;4075;301;921;0;0;0;0;1466;5;0;0;0;0;;;dez-15
SANTA CECILIA;1452;245;0;0;0;0;0;0;0;0;178;0;0;0;0;0;;;dez-15
SANTANA;1187;749;1011;909;0;83;941;433;0;0;291;8;0;0;0;0;;;dez-15
SANTO AMARO;391;287;703;844;45;161;437;0;0;0;194;2;0;0;0;0;;;dez-15
SAO DOMINGOS;1652;1115;2608;2159;47;284;0;0;0;0;215;0;0;0;0;0;;;dez-15
SAO LUCAS;1627;1879;3067;2113;31;253;0;0;0;0;162;0;0;0;0;0;;;dez-15
SAO MATEUS;3900;3047;3256;2364;172;658;0;0;0;1;969;1;0;0;0;0;;;dez-15
SAO MIGUEL;2744;1708;3552;2539;73;431;272;0;0;0;381;14;0;0;0;0;;;dez-15
SAO RAFAEL;3888;4116;4977;3338;157;581;0;0;0;0;1746;1;0;0;0;0;;;dez-15
SAPOPEMBA;6793;6030;8985;6068;283;1165;272;0;1;3;2073;4;0;0;0;0;;;dez-15
SAUDE;1070;541;195;194;12;85;0;0;0;0;394;9;0;0;0;0;;;dez-15
SE;92;93;558;272;53;72;0;0;0;0;208;25;0;0;0;0;;;dez-15
SOCORRO;523;854;948;672;0;154;0;0;0;0;91;1;0;0;0;0;;;dez-15
TATUAPE;738;904;789;695;36;260;0;0;0;0;192;19;0;0;0;0;;;dez-15
TREMEMBE;3667;2703;3698;2390;186;489;0;0;0;1;2110;153;0;0;0;0;;;dez-15
TUCURUVI;1148;670;1159;856;0;0;0;0;0;0;224;12;0;0;0;0;;;dez-15
VILA ANDRADE;982;1722;2705;1396;69;376;0;0;0;0;1939;39;0;0;0;0;;;dez-15
VILA CURUCA;4424;4004;5943;4006;44;275;0;0;0;0;677;11;0;0;0;0;;;dez-15
VILA FORMOSA;1567;1602;737;649;37;181;0;0;0;0;250;1;0;0;0;0;;;dez-15
VILA GUILHERME;931;688;972;639;10;46;0;0;0;0;156;5;0;0;0;0;;;dez-15
VILA JACUI;3642;3798;4408;3186;13;147;0;0;0;0;697;10;0;0;0;0;;;dez-15
VILA LEOPOLDINA;564;394;555;367;0;0;0;0;0;0;45;5;0;0;0;0;;;dez-15
VILA MARIA;2579;2924;3137;2178;46;182;0;0;0;0;905;2;0;0;0;0;;;dez-15
VILA MARIANA;647;758;227;197;0;0;0;0;0;0;203;0;0;0;0;0;;;dez-15
VILA MATILDE;1555;923;2191;1684;37;131;0;0;0;0;355;0;0;0;0;0;;;dez-15
VILA MEDEIROS;3234;2128;1897;1280;217;706;0;0;0;0;659;54;0;0;0;0;;;dez-15
VILA PRUDENTE;1844;1122;1112;742;38;146;0;0;0;0;248;0;0;0;0;0;;;dez-15
VILA SONIA;2316;1308;1651;1393;0;132;0;0;0;0;541;0;0;0;0;0;;;dez-15
AGUA RASA;1042;815;939;847;29;141;0;0;9;3;187;1;0;0;0;0;;;mar-16
ALTO DE PINHEIROS;402;0;0;0;0;0;0;0;1;0;40;0;0;0;0;0;;;mar-16
ANHANGUERA;2690;1668;3219;2448;133;514;0;0;8;0;445;8;0;0;0;0;;;mar-16
ARICANDUVA;1507;747;1471;1290;39;288;0;0;12;3;504;6;0;0;0;0;;;mar-16
ARTUR ALVIM;2571;2093;2419;1794;0;69;0;0;21;9;516;9;0;0;0;0;;;mar-16
BARRA FUNDA;374;0;0;0;0;0;0;0;1;0;30;0;0;0;0;0;;;mar-16
BELA VISTA;1462;495;465;290;0;276;0;0;36;10;317;7;0;0;0;0;;;mar-16
BELEM;1001;612;440;297;0;0;0;0;9;6;270;18;0;0;0;0;;;mar-16
BOM RETIRO;905;683;0;0;0;0;0;0;16;8;299;42;0;0;0;0;;;mar-16
BRAS;565;525;0;0;0;0;0;0;16;4;272;57;0;0;0;0;;;mar-16
BRASILANDIA;10940;7195;9491;6228;226;1699;0;0;52;75;2019;70;0;0;0;0;;;mar-16
BUTANTA;647;600;1316;1055;188;578;0;0;6;0;129;2;0;0;0;0;;;mar-16
CACHOEIRINHA;4177;2470;3529;2279;78;415;0;0;63;15;1533;19;0;0;0;0;;;mar-16
CAMBUCI;434;512;0;0;168;455;0;0;6;9;56;9;0;0;0;0;;;mar-16
CAMPO BELO;957;296;807;737;79;259;0;0;16;0;286;18;0;0;0;0;;;mar-16
CAMPO GRANDE;1045;1738;2372;1637;171;502;0;0;82;20;661;15;0;0;0;0;;;mar-16
CAMPO LIMPO;6580;5555;7601;5880;319;1643;0;0;63;73;3181;215;0;0;0;0;;;mar-16
CANGAIBA;3648;3031;2376;1631;132;616;0;0;28;20;607;232;0;0;0;0;;;mar-16
CAPAO REDONDO;6486;6590;9185;6965;549;2362;0;0;63;143;4724;490;0;0;0;0;;;mar-16
CARRAO;1915;911;1002;859;0;0;0;0;17;4;245;1;0;0;0;0;;;mar-16
CASA VERDE;1455;1023;1192;926;54;202;0;0;52;8;439;5;0;0;0;0;;;mar-16
CIDADE ADEMAR;5147;4367;3975;2155;140;650;0;0;178;69;4494;921;0;0;0;0;;;mar-16
CIDADE DUTRA;6682;4511;5753;4153;235;1101;0;0;26;10;2151;15;0;0;0;0;;;mar-16
CIDADE LIDER;3481;2917;3378;2367;192;912;0;0;44;13;842;18;0;0;0;0;;;mar-16
CIDADE TIRADENTES;11168;6984;12197;8881;238;1384;559;0;186;54;633;34;0;0;0;0;;;mar-16
CONSOLACAO;210;694;0;0;0;0;0;0;0;9;55;5;0;0;0;0;;;mar-16
CURSINO;998;903;788;536;42;217;0;0;8;0;482;2;0;0;0;0;;;mar-16
ERMELINO MATARAZZO;3284;2238;1213;890;225;521;0;0;26;10;647;18;0;0;0;0;;;mar-16
FREGUESIA DO O;3105;3283;2802;1995;50;435;0;0;14;15;651;14;0;0;0;0;;;mar-16
GRAJAU;11089;10513;7092;4204;254;1610;0;0;47;52;5163;419;0;0;0;0;;;mar-16
GUAIANASES;5208;2768;2009;1302;335;564;0;0;80;13;197;19;0;0;0;0;;;mar-16
IGUATEMI;4663;4344;7324;4935;326;890;0;0;40;16;1686;118;0;0;0;0;;;mar-16
IPIRANGA;2108;1295;679;447;63;280;0;0;13;0;488;2;0;0;0;0;;;mar-16
ITAIM BIBI;376;409;619;514;0;59;0;0;0;0;226;3;0;0;0;0;;;mar-16
ITAIM PAULISTA;8737;6137;6822;4854;162;1003;0;0;85;49;1441;61;0;0;0;0;;;mar-16
ITAQUERA;7132;4547;3234;2318;0;586;0;0;59;8;1290;15;0;0;0;0;;;mar-16
JABAQUARA;4347;3465;3176;2409;125;439;0;0;42;64;1828;380;0;0;0;0;;;mar-16
JACANA;2127;3020;2478;1870;108;197;0;0;53;17;1549;23;0;0;0;0;;;mar-16
JAGUARA;829;544;718;533;25;111;0;0;0;4;337;22;0;0;0;0;;;mar-16
JAGUARE;1575;937;849;601;42;189;0;0;5;0;456;10;0;0;0;0;;;mar-16
JARAGUA;7774;6175;10031;7370;273;1040;366;0;26;17;1437;109;0;0;0;0;;;mar-16
JARDIM ANGELA;7798;7464;7506;4875;221;1517;0;0;62;103;5856;1157;0;0;0;0;;;mar-16
JARDIM HELENA;4641;3586;4894;3641;69;724;0;0;31;15;1597;35;0;0;0;0;;;mar-16
JARDIM PAULISTA;103;201;0;0;0;0;0;0;0;0;11;1;0;0;0;0;;;mar-16
JARDIM SAO LUIS;8105;5907;6120;4017;128;1085;0;0;37;95;3868;212;0;0;0;0;;;mar-16
JOSE BONIFACIO;3293;3153;3205;2317;0;191;0;0;25;7;458;15;0;0;0;0;;;mar-16
LAJEADO;8931;5475;4061;2604;182;1007;0;0;102;100;777;56;0;0;0;0;;;mar-16
LAPA;526;870;0;0;0;0;0;0;2;5;77;9;0;0;0;0;;;mar-16
LIBERDADE;686;143;352;287;0;0;0;0;8;1;169;1;0;0;0;0;;;mar-16
LIMAO;1415;1329;814;549;0;122;0;0;9;6;470;7;0;0;0;0;;;mar-16
MANDAQUI;1739;1674;1634;1315;110;367;0;0;25;4;547;16;0;0;0;0;;;mar-16
MARSILAC;406;79;0;0;0;0;0;0;0;0;94;4;0;0;0;0;;;mar-16
MOEMA;395;484;276;144;0;0;0;0;4;5;116;12;0;0;0;0;;;mar-16
MOOCA;766;653;294;227;63;104;0;0;8;14;134;16;0;0;0;0;;;mar-16
MORUMBI;633;385;362;248;19;79;0;0;8;0;555;3;0;0;0;0;;;mar-16
PARELHEIROS;4619;4325;3339;1348;292;841;0;0;18;4;1868;90;0;0;0;0;;;mar-16
PARI;338;288;299;180;0;0;0;0;3;3;136;3;0;0;0;0;;;mar-16
PARQUE DO CARMO;2306;1242;647;492;0;0;0;0;17;5;530;7;0;0;0;0;;;mar-16
PEDREIRA;2774;2702;4218;2926;97;810;0;0;2;46;2906;619;0;0;0;0;;;mar-16
PENHA;2799;1046;425;246;0;0;0;0;94;20;348;85;0;0;0;0;;;mar-16
PERDIZES;535;255;289;212;0;0;0;0;3;0;89;0;0;0;0;0;;;mar-16
PERUS;3463;2465;4041;2969;209;700;0;0;19;15;333;48;0;0;0;0;;;mar-16
PINHEIROS;366;272;284;271;0;0;0;0;1;1;81;1;0;0;0;0;;;mar-16
PIRITUBA;3513;2387;3280;2780;218;936;299;0;9;21;561;54;0;0;0;0;;;mar-16
PONTE RASA;2001;1712;2381;1859;0;201;0;0;19;9;348;17;0;0;0;0;;;mar-16
RAPOSO TAVARES;3235;2757;4752;3421;51;388;0;0;16;2;1027;12;0;0;0;0;;;mar-16
REPUBLICA;28;387;0;0;0;0;0;0;0;14;0;5;0;0;0;0;;;mar-16
RIO PEQUENO;2773;2298;3277;2271;111;322;0;0;36;2;827;16;0;0;0;0;;;mar-16
SACOMA;5679;4676;6161;4262;286;1243;0;0;42;10;2119;11;0;0;0;0;;;mar-16
SANTA CECILIA;1506;271;0;0;0;0;0;0;7;4;345;5;0;0;0;0;;;mar-16
SANTANA;1193;730;957;860;0;172;1024;572;18;2;265;8;0;0;0;0;;;mar-16
SANTO AMARO;384;325;720;767;63;198;589;0;7;7;171;15;0;0;0;0;;;mar-16
SAO DOMINGOS;1653;1195;2622;2103;62;323;0;0;18;8;349;4;0;0;0;0;;;mar-16
SAO LUCAS;1559;1831;3063;2186;53;265;0;0;13;5;363;6;0;0;0;0;;;mar-16
SAO MATEUS;3941;3125;3324;2335;178;869;0;0;32;8;1300;5;0;0;0;0;;;mar-16
SAO MIGUEL;2643;1831;3590;2681;141;632;232;0;22;8;578;7;0;0;0;0;;;mar-16
SAO RAFAEL;4017;4264;5092;3488;187;917;0;0;26;16;2055;22;0;0;0;0;;;mar-16
SAPOPEMBA;6704;6068;9124;6195;300;1384;300;0;95;26;2845;15;0;0;0;0;;;mar-16
SAUDE;1085;604;194;164;0;132;0;0;10;3;399;12;0;0;0;0;;;mar-16
SE;92;93;596;318;65;65;0;0;0;0;135;20;0;0;0;0;;;mar-16
SOCORRO;530;828;942;682;0;173;0;0;3;2;135;7;0;0;0;0;;;mar-16
TATUAPE;717;913;808;740;30;369;0;0;11;9;101;64;0;0;0;0;;;mar-16
TREMEMBE;3477;3289;3697;2421;209;642;0;0;12;20;2435;112;0;0;0;0;;;mar-16
TUCURUVI;1122;683;1053;918;0;0;0;0;10;3;273;1;0;0;0;0;;;mar-16
VILA ANDRADE;1040;2088;2781;1692;80;454;0;0;4;41;1809;29;0;0;0;0;;;mar-16
VILA CURUCA;4663;4183;5901;4243;56;511;0;0;31;45;872;53;0;0;0;0;;;mar-16
VILA FORMOSA;1643;1695;765;682;60;303;0;0;11;6;295;8;0;0;0;0;;;mar-16
VILA GUILHERME;856;711;977;675;0;94;0;0;14;0;207;9;0;0;0;0;;;mar-16
VILA JACUI;3856;3913;4652;3307;0;114;0;0;36;28;900;15;0;0;0;0;;;mar-16
VILA LEOPOLDINA;603;380;602;417;0;0;0;0;7;3;69;32;0;0;0;0;;;mar-16
VILA MARIA;2507;2900;3084;2217;61;238;0;0;13;22;1216;7;0;0;0;0;;;mar-16
VILA MARIANA;652;706;237;207;0;0;0;0;5;14;211;6;0;0;0;0;;;mar-16
VILA MATILDE;1823;924;2111;1707;47;147;0;0;15;4;214;9;0;0;0;0;;;mar-16
VILA MEDEIROS;3204;2176;1859;1320;201;721;0;0;21;8;989;10;0;0;0;0;;;mar-16
VILA PRUDENTE;1869;1056;1138;755;47;199;0;0;13;3;429;5;0;0;0;0;;;mar-16
VILA SONIA;2492;1551;1681;1469;0;121;0;0;131;8;681;9;0;0;0;0;;;mar-16
AGUA RASA;1050;811;948;846;23;102;0;0;0;1;217;0;0;0;0;0;;;jun-16
ALTO DE PINHEIROS;406;0;0;0;0;0;0;0;1;0;76;0;0;0;0;0;;;jun-16
ANHANGUERA;2697;1662;3225;2407;126;515;0;0;4;3;570;3;0;0;0;0;;;jun-16
ARICANDUVA;1517;713;1467;1282;23;204;0;0;3;7;595;2;0;0;0;0;;;jun-16
ARTUR ALVIM;2572;2076;2418;1795;0;62;0;0;19;10;647;5;0;0;0;0;;;jun-16
BARRA FUNDA;371;0;0;0;0;0;0;0;2;0;52;0;0;0;0;0;;;jun-16
BELA VISTA;1482;508;465;293;0;258;0;0;16;2;434;2;0;0;0;0;;;jun-16
BELEM;1013;616;444;300;0;0;0;0;5;5;327;14;0;0;0;0;;;jun-16
BOM RETIRO;915;680;0;0;0;0;0;0;7;2;372;40;0;0;0;0;;;jun-16
BRAS;579;528;0;0;0;0;0;0;2;1;329;12;0;0;0;0;;;jun-16
BRASILANDIA;10970;7192;9487;6137;214;1481;0;0;77;32;2654;21;0;0;0;0;;;jun-16
BUTANTA;653;611;1301;1054;196;566;0;0;2;2;160;0;0;0;0;0;;;jun-16
CACHOEIRINHA;4260;2478;3550;2266;62;314;0;0;7;4;1874;5;0;0;0;0;;;jun-16
CAMBUCI;436;519;0;0;186;467;0;0;4;2;67;6;0;0;0;0;;;jun-16
CAMPO BELO;1065;289;804;741;88;280;0;0;6;1;276;18;0;0;0;0;;;jun-16
CAMPO GRANDE;1166;1753;2365;1631;176;473;0;0;2;5;759;4;0;0;0;0;;;jun-16
CAMPO LIMPO;6820;5640;7626;5794;324;1558;0;0;36;29;3600;51;0;0;0;0;;;jun-16
CANGAIBA;3774;3094;2327;1640;127;498;0;0;13;10;771;95;0;0;0;0;;;jun-16
CAPAO REDONDO;7282;6879;9159;6897;607;2480;0;0;329;59;4750;153;0;0;0;0;;;jun-16
CARRAO;1918;885;1015;865;0;0;0;0;5;3;288;1;0;0;0;0;;;jun-16
